id,category,service,business_name,contact_name,phone,address,website,notes,keywords,created_at,updated_at,updated_by
5,Auto Services,Auto Repair,Potranco Automotive,,2106796620,"12034 Potranco Rd, San Antonio, Tx 78253",https://www.potrancoautomotive.com,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
148,Stone & Tile,Granite Work,Prado’S Granite,,2103591544,,http://www.jpradogranite.com/,"On time, fair price",,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
69,Home Repair & Trades,Flooring,Presidio Flooring,John Sosa,2106882482,"25374 W Interstate 10 Frontage Rd, San Antonio, Tx 78257",https://presidioflooring.com,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
64,Home Repair & Trades,Bath Remodeling,Quality Bath And Floors,Adrian Salinas,2103632424,"223 Lorraine San Antonio, Texas 78214",https://qualitybathandfloors.com/,Bath Flooring,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
147,Stone & Tile,"Flooring, Walls",Quality Bath And Floors,Adrian Salinas,2103632424,"223 Lorraine San Antonio, Texas 78214",https://qualitybathandfloors.com/,Bath Flooring,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
77,Home Repair & Trades,Handyman,Ralph Marchiori,,2108606209,,,Doors,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
139,Professional Services,Jewelry Repair Service,Rialto Jewelry,,2105098100,"8910 Bandera Rd Ste 107, Sa 78250",https://www.rialtojewelry.com/,Gold/diamond repair,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
14,CPA & Tax Services,CPA,"Richard Krampe, CPA",,2106951960,"14359 Old Bandera Rd, Helotes, Tx 78023",https://richcpa.co/,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
106,Landscaping & Outdoor Services,"Decks, Gazebo, Arbor, Pergola",River City Deck & Patio,,2108233637,"18771 Fm 2252, San Antonio, Tx 78266",https://rivercitydeckandpatio.com/,"Professional, reasonable",,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
70,Home Repair & Trades,Flooring,River City Floors,,2105933358,"3859 Stahl Rd, San Antonio, Tx 78217",https://rcfhardwoods.com/san-antonio/,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
40,Health Care & Specialists,Dermatology,Rose Dermatology,,2102399647,"10630 Braun Rd Suite 105, San Antonio, Tx 78254",https://www.rosedermtx.com/,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
83,Home Repair & Trades,"Hvac, Air Conditioning, Heating",Rosenberg Plumbing & Air,Matt (co-Owner),2109875587,"4335 Vance Jackson Rd Suite 505, San Antonio, Tx 78230",https://rosenberghvac.com,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
49,Health Care & Specialists,Orthopedics,Sa City Orthopedics,Dr Brian N Kanz,2105102400,"1931 Rogers Road Suite 104 San Antonio, Tx 78251",https://www.sacityortho.com/,Highly recommended,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
42,Health Care & Specialists,Endocrinology,San Antonio Endocrinologist,Dr Shahid Aziz,2103525006,"10818 Town Center Rd, San Antonio, Tx",https://www.saendocrine.com/shahid-aziz-md/,"Easy access, good parking",,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
29,Health Care & Specialists,Chiropractic,San Antonio Family Chiropractor,,2106990158,"9386 Huebner Rd Ste 100 San Antonio, Tx 78240",https://www.safamilychiro.com/,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
140,Professional Services,Music Lessons,San Antonio Music Academy (Sama),,2106817262,"11121 Westwood Loop Ste. 208, San Antonio, Tx 78253",https://samusicacademy.com/,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
142,Professional Services,Shoe Repair,San Antonio Quality Shoe Repair & Alterations,,2104958550,"19160 Stone Oak Pkwy #102, San Antonio, Tx 78258",,Boots/purses/clothes,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
12,CPA & Tax Services,CPA,"Sandra Kapsar, CPA",Sandra Kapsar,2102501690,,,HCR resident,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
109,Landscaping & Outdoor Services,Irrigation,Saul Pineda,,2103475291,,,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
91,Home Repair & Trades,"Screens Window Door Motorized, Patio Enclosures",Screenmobile Of Boerne,,2107565700,"5 Upper Cibolo Creek Rd, Boerne, Tx 78006",https://www.screenmobile.com/boerne,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
63,Home Repair & Trades,Address Tiles,Sea Gull Lighting 90621-68,,,,,Order House numbers + 2 blanks,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
20,Financial Services,Financial Advisor,Secure Financial Management,Jay Kirkwood,2104286250,"4630 De Zavala Road San Antonio, Tx 78249",https://sfmplanning.com/,CPA + attorney,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
146,Security,Alarm Service,Smith Thompson Security,,2105900880,,https://smiththompson.com/,"Responsive, no upsell",,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
7,Beauty & Wellness,Alterations,Sofy’Z,,2109571441,"5619 W Loop 1604 N Suite 125, San Antonio, Tx 78253",https://sofyzdesigns.fashion/,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
39,Health Care & Specialists,Dermatology,Sorrento Dermatology,Dr James Neiiner,2104509840,"1314 E Sonterra Blvd, Suite #2201, San Antonio, Tx 78258",https://dermatologysanantonio.com/dr-james-neiner,Outstanding MOHS,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
103,Landscaping & Outdoor Services,Artificial Turf,Southern Turf,,2107964601,"3414 Zebecca Creek Drive, San Antonio, Tx 78015",https://www.southernturfco.com/san-antonio/,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
74,Home Repair & Trades,Gutter Cleaning,Squeaky Dan'S,,2103946840,,https://www.squeakydans.com/,"Also windows, roof wash",,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
93,Home Repair & Trades,"Window Cleaning, Washing",Squeaky Dan'S,,2103946840,,https://www.squeakydans.com/,"Also windows, roof wash",,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
60,Home Cleaning & Maintenance,Carpet Cleaning,Steam Solutions Carpet Cleaning,,2106433812,"2610 Johnson Grass, San Antonio, Tx 78251",http://www.steamsolutionscarpetcleaning.com,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
125,Pet Care,In‑home Euthanasia,Stepping Stone Vetcare,Dr. Laura,2104546101,"535 E Ammann Rd, Bulverde, Tx 78163",https://www.steppingstonevetcare.com,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
89,Home Repair & Trades,Roofing,Storm Roofing,Alfred,2104977736,"20770 Hwy 281 #108-293 San Antonio, Tx 78258",https://www.stormroofing.com/,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
58,Health Care & Specialists,Physical Therapy,Stratton Physical Therapy,Dr Kenny Hogan,2108287557,"11919 Culebra Road, Bldg 1 Suite 101, San Antonio, Texas 78253",https://www.strattonrehab.com/locations/alamo-ranch,Highly recommended,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
143,Real Estate,Property Mgmt,Styles Aden,Styles Aden,2108672564,"4372 N Loop 1604 West Ste 102 San Antonio, Tx 78249",https://www.phyllisbrowning.com/realestate/agent/aden-stiles/,Manages HCR rentals,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
4,Auto Services,Auto Repair,Sun Auto Service,,2104551645,"11906 Alamo Ranch Pkwy San Antonio, Tx 78253",https://www.sunautoservice.com/locations/tx/sanantonio/auto-repair-11906-alamo-ranch-pkwy,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
99,Home Repair & Trades,Window Coverings,Sunburst,,2108760377,,https://www.sunburstshutterssanantonio.com/,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
104,Landscaping & Outdoor Services,Concrete Resurfacing,Sundek Of San Antonio,Steve Scott,2104910280,"18847 Redland Rd #206, San Antonio, Tx 78259",https://www.sundeksanantonio.com/,Highly recommended,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
66,Home Repair & Trades,"Decks, Gazebo, Arbor, Pergola",Superior Outdoor Design,,2106985010,"21195 W I-10, San Antonio, Tx 78257",https://www.superioroutdoordesigns.com/,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
155,Tree Services,Tree Trim,Teague'S Tree Service,,2107180142,"PO Box 3151, Universal City, Tx 78148",,"Courteous, fair pricing",,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
30,Health Care & Specialists,Dental,Texas Country Dental,Dr. Kiela Hilton,2106886809,"10919 Culebra Rd Ste 130, San Antonio, Tx 78253",https://www.texascountrydental.com/,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
62,Home Cleaning & Maintenance,"Window Cleaning, Washing",Texas Window Washing,,2103260852,,https://www.texaswindowwashing.xyz/,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
65,Home Repair & Trades,Deck Staining,The Dexpert,,2104806584,"7312 Reindeer Trail Leon Valley, Tx 78238",https://www.thedexpert.com,Pergola & cedar match,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
131,Pet Care,Veterinary,Thrive Pet Healthcare – Covenant Care Animal Hospital,,2102495831,"11841 Alamo Ranch Pkwy, Suite 112, San Antonio, Texas 78253",https://www.thrivepetcare.com,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
9,Beauty & Wellness,Nail Salon,Tippi Nail Bar,,2108868001,"6846 Alamo Pkwy #104, San Antonio, Tx 78253",https://tippinailbarsanantonio.com/,New management,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
11,Bicycle & Bike,"Bicycle Sales, Repair Service",Trek Bicycle San Antonio West,,2106004161,"11310 Culebra Rd Ste 117, San Antonio, Tx 78253",https://www.trekbikes.com/us/en_US/retail/san-antonio-west/,"Early drop, fast turn",,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
51,Health Care & Specialists,Orthopedics,Tsaog Orthopaedics & Spine,Dr Emmanuel Nwelue,2108045400,"11212 State Hwy 151, #150 San Antonio, Tx 78251",https://www.tsaog.com/physicians/emmanuel-c-nwelue/,"Personable, understanding",,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
56,Health Care & Specialists,Orthopedics,Tsaog – Dr. Brian Kanz,,2108045400,"9150 Huebner Rd Ste 290, San Antonio, Tx 78240",https://www.briankanzmd.com/,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
52,Health Care & Specialists,Orthopedics,Tsaog – Dr. Gregory Naugher,,2108045400,"11212 State Hwy 151, #150 San Antonio, Tx 78251",https://www.tsaog.com/physicians/g-lane-naugher/,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
45,Health Care & Specialists,Ophthalmologist,Ultravision,,2103085550,"6818 Heuermann Rd, Sa 78256",https://lasik2c.com/?utm_source=GMBlisting,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
38,Health Care & Specialists,Dermatology,Ut Health,Dr Shiu,2104501000,"7979 Wurzbach Roadsan Antonio, Tx 78229",https://cancer.uthscsa.edu/doctors-and-locations/doctors-and-clinics/valerie-shiu,MOHS surgery,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
27,Health Care & Specialists,Audiology,Ut Health Marc,,2105677000,"7703 Floyd Curl Drive San Antonio, Tx 78229",https://lsom.uthscsa.edu/otolaryngology/otology-and-audiology/,Helpful staff,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
50,Health Care & Specialists,Orthopedics,Ut Health Orthopaedics,Dr Chance Moore,2104509300,"7703 Floyd Curl Drive San Antonio, Tx 78229",https://directory.uthscsa.edu/academics/profile/moorecc,Patient recommends,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
44,Health Care & Specialists,Endodontics,Vaughn Endodontics,Dr. Gary Benjamin; Dr. Vaughn,2108242363,"11019 Culebra Rd Ste 160, San Antonio, Tx 78253",https://www.vaughnendodontics.com/meet-us/gary-benjamin-dmd/,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
145,Security,Alarm Service,Vivint,Jacob Moore,8444818630,"15900 La Cantera Parkway #19210 San Antonio, Tx 78256",https://www.vivint.com/locations/texas/san-antonio,Responsive,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
156,Water Services,"Softener Service, Sales",Water Doctor,,2105050555,"3211 Howling Wolf, San Antonio, Tx 78261",,Many HCR customers,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
41,Health Care & Specialists,Dermatology,Westover Hills Dermatology,Dr. Mobolaji Opeola,8304652851,"9018 Culebra Rd Ste 104, San Antonio, Tx 78251",https://westoverhillsdermatology.com/dr-mobolaji-opeola,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
36,Health Care & Specialists,Dental,Whispering Oaks Dental,Dr. Barton,2102930696,5531 W. Loop 1604 N Suite 115 Suite 115,,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
82,Home Repair & Trades,"Hvac, Air Conditioning, Heating",Wilks Air Conditioning,Danny Wilks,2105349911,"39 Waleetka St, San Antonio, Tx 78210",https://wilksair.com/,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
95,Home Repair & Trades,Window Coverings,Window Fashions Of Texas,,2107917705,"16151 College Oak #102, San Antonio, Tx 78249",https://windowfashionsoftexas.com/,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
21,Financial Services,Financial Advisor,Your Retirement Solutions,Jake Yetterberg,2104953711,"14400 Northbrook Drive Suite 100 San Antonio, Tx 78232",https://www.yetterberg.com/team/jake-yetterberg,Retirement & estate focus,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
34,Health Care & Specialists,Dental,Z Dentist San Antonio,,2108029999,"7010 W Loop 1604 N, Suite 205, San Antonio, Texas 78254",https://www.z-dentist.com/,,,2025-10-04 12:52:59,2025-10-04T09:54:43+00:00,Randy
160,Auto Services,,z test vendor,,,,,,,2025-10-05T14:42:23,2025-10-05T14:42:23,appuser
159,Auto Services,,Z-Temp Co,,,,,,,2025-10-05T14:32:27,2025-10-05T14:32:27,appuser
